TOPIC-1
data,0.037961244313735217
signal,0.03151352186435059
information,0.02179922777310422
unit,0.020176231920666317
user,0.019236602742939108
image,0.015794960678224508
value,0.012082114512407729
display,0.01102605363639029
time,0.00938670660114165
associate,0.008609179666796724
store,0.008156139136161374
request,0.007776960845119341
process,0.007707327359701213
object,0.007374101530696245
include,0.00733125015505432
application,0.007123759283524999
content,0.007088237748453403
current,0.006772208853094207
mobile,0.006736405401077599
perform,0.006262784933456324
node,0.006220779308649438
server,0.006150581989341284
message,0.006115060454269688
computer,0.006096735852843866
state,0.006007086264329838
service,0.005998346839034446
processor,0.005967617892028066
transmission,0.005886989645754443
select,0.005790574050560112
medium,0.005709663887341478
TOPIC-2
first,0.043785976391676806
device,0.03548407876739534
second,0.03159597498316123
include,0.029364045203336915
system,0.019802827845351666
base,0.015848303539779885
control,0.015637860631722574
method,0.014531408228534657
provide,0.014258716942439777
receive,0.013970171511804495
least,0.013892068989226524
configure,0.01369848154010164
position,0.010096586786254757
power,0.009934540740478668
plurality,0.00951215295277601
apparatus,0.009336088505511568
circuit,0.009286523443106317
communication,0.008543381278491566
determine,0.008345287914602569
set,0.007827274602461498
generate,0.007616331037208175
output,0.0075380616288982
connect,0.006851493727432877
memory,0.006280076981050459
module,0.006161087454131456
couple,0.006064460615301018
comprise,0.006032752326220218
sensor,0.0059396300877618685
network,0.005762564326105401
drive,0.005445982092493413
TOPIC-3
material,0.04451116969815123
battery,0.022051522179972343
least,0.020411732874678193
particle,0.019666539734827848
include,0.019446079172671635
composition,0.016691233139777464
method,0.015782061069397706
surface,0.014659716389329709
provide,0.014594124817117943
form,0.013602963281473477
comprise,0.01275027284272052
mold,0.010296054849130274
charge,0.01017398164529171
process,0.007517522970715185
temperature,0.007154947335433478
core,0.0070820678107537385
glass,0.006980036476202102
body,0.0067522879615779146
coat,0.006699450306185103
contain,0.006610172888452421
solution,0.0061838276690759425
step,0.005755660461582469
solid,0.0056809589487857364
powder,0.005476896279682464
produce,0.005349357111492919
invention,0.005168980287910563
ink,0.004944875749520362
active,0.004873818212957615
high,0.004633315781514473
sheet,0.0042798500868177335
TOPIC-4
group,0.07060251880039865
compound,0.0534710519162816
formula,0.027692307692307693
composition,0.025318474223067863
invention,0.018907311769502583
represent,0.018900063423031622
provide,0.012938298450665941
comprise,0.012271450575337501
salt,0.012256953882395578
present,0.012249705535924617
atom,0.010803660414967836
method,0.01044124309141977
relate,0.009922986318746036
lens,0.009647549152849506
pharmaceutical,0.007969556944821963
select,0.007766603243635046
derivative,0.00767962308598351
least,0.007538280329799764
treatment,0.007371568360967654
acid,0.007367944187732174
alkyl,0.007280964030080638
acceptable,0.007030896076832473
contain,0.00674096221799402
r1,0.006719217178581136
substitute,0.006385793240916916
pharmaceutically,0.0059508924526592375
disease,0.00580230135000453
